IDNUM;OTEXE;NREG;ZENVI;SUTOT;CHAFF;PRODV;PRODH;PRODT;PRODA;RESEX;CHRAM;CHRSE;CHRPH;CHRAC;CHRAG;CHRPV;CHRCA;ELECTQUA;ENTBT;ENTMT;LFERM;LMATE;ASSRE;ASSAU;TVANR;TXPRO;TAXES;AIMTX;FPERS;CHSOC;CFINL;CAGR4
44589;37;84;0;4;151775.3;10534.9;0;935;177850.4;52275.96;7017.69;4753.88;238.49;25483.55;3975;2113.9;9401.88;3950;0;8911.09;29134.22;0;1782.72;9182.62;0;655.66;0;676;16432.96;2140.93;4565.85;15.84
44592;84;84;0;12;329623;107274;0;43923;30650;66233;0;14650;25896;30106;0;10983;21386;34803;754;26004;41402;384;1987;14197;0;3535;0;208;16445;776;4962;829
44593;48;84;0;13;303178;43919;0;43862;14971;49343;3705;9412;14333;91260;7899;21274;9323;59288;1315;6785;21989;2162;292;6364;0;2193;0;233;10139;1178;102;0
44596;45;84;1;15;103706.47;0;0;0;104401.48;-66.92;0;0;0;71715.1;0;386.36;823.16;14597;0;1674.29;1679.2;241.52;0;4688.73;0;11.28;0;1537.65;0;0;84.06;1022.57
44597;37;84;0;2;70187;78062;0;581;0;36067.43;0;7743;4249;0;0;0;2808;4167;0;925;5818;6305;1467;3028;0;550;0;0;0;0;196;0
44598;47;84;0;12;84407;-524;0;195;70507;13639;0;934;1886;3831;0;3726;4966;13949;0;8834;4130;0;0;5624;0;22;272;2744;0;0;885;61
44599;45;84;0;7;148368;-3250;0;195;81150;-18136;800;4803;516;27729;180;5257;12869;39694;40003;22589;11407;153;242;13522;0;63;0;698;0;0;3311;379
44600;39;84;0;5;148538.78;141038.78;0;0;0;62259.62;0;8366.51;545.09;0;0;0;7247.35;26290;57.9;3047.76;11211.75;0;5900.41;2135.72;0;934.7;0;413;1613.7;73.85;2198.22;2535.61
44605;45;84;0;9;171586;1965;0;-288;32819;60719.4;2070.2;3111.1;394.2;4959.45;15755;2090;6893.01;23000;0;8246;5466;0;0;5760;0;985;136;470;200;0;2699.51;90
44609;45;84;0;14;49663;-3090;0;0;43429;2731;0;262;1182;8030;0;1955;3780;7401;0;503;867;0;369;3961;0;151;1086;249;0;0;186;0
44668;39;84;0;13;259065;337;0;650;100938;53198;682;5015;2327;65558;0;10162;7357;91341;224;12569;18539;0;1435;9281;0;150;0;930;19704;3045;3369;0
44670;45;84;0;10;286009;10885;0;0;61132;100952;0;5214;4586;75991;0;4762;16920;96427;0;10026;25000;0;2235;13033;0;252;0;997;19397;2400;7020;1954
44673;46;84;0;13;101705;-6536.6;0;-195;-3855;38248.6;0;3671;0;10588;0;1059;5459;66637;0;7685;8184;0;0;7648;0;0;0;585;0;0;3813;5695
44674;46;84;0;17;93437.88;84313.88;0;3164;0;15923.16;0;5520.79;10516.97;0;0;0;4919.97;2466.45;1137.5;3603.64;23620.46;0;2833.67;5528.97;0;859.07;0;835.09;0;0;0;0
44686;47;84;0;14;258147.05;225356.58;74062.27;0;0;42743.9;0;21378.54;24726.18;0;0;0;12664.85;40700;1956.91;12771.86;29033;29.53;10579.24;7977.12;0;2031.1;0;1818;34860.46;1834.15;2028.97;120.2
44688;47;84;0;11;91349.54;86451.54;0;0;0;31931.77;500;151;730.97;0;0;0;757;0;1518;3359;13939;0;1664;1792;0;0;979;582;0;0;612;339
44689;47;84;0;19;362624;225641;0;21938;33655;40155.02;0;29933;32196;10876;0;469;1302;12097;13;27624;31284;3259;683;1545;0;2240;811;1152;10259;326;1779;1584
44691;37;84;0;6;522963.16;21048.48;0;0;387756.19;107985.94;3648;3888.42;8125.21;134490.03;0;2977;13016.5;59978;15065;30081;12871;0;0;12562;0;664;0;849;100;0;7340.01;659
44692;15;84;0;26;132392.89;-5655;0;1502;37046.1;59659.89;103.73;1590.44;4244.83;18227.9;0;4095.3;6736.67;39616;0;22286.42;13277.01;3466.54;1272.97;6551.97;0;230.28;0;1437.76;0;0;5088;261.3
44694;84;84;0;14;204986.79;23967.41;0;10600;-2904;56552.76;2188.8;535.25;9766.09;45069.32;0;2320.93;11632.23;48975;804.08;5562.08;228.2;665.8;0;7109.35;0;450.25;0;1430.7;16603.61;627.69;1247.06;389.2
44697;45;84;1;13;430107;-2953;0;9702;59521;-20178;0;5433;5960;111153;0;11134;17560;53403;338;20688;19270;2458;1111;16269;0;1305;154;864;53702;4865;14362;1813
44698;45;84;0;17;310802.08;321001.85;0;2646.5;0;86084.19;0;26652.21;46463.55;0;0;0;11340.06;7608;0;23366.77;41583.49;0;2701;5070.85;0;1910.51;0;790;20584.97;1695.13;2148.65;398.02
44699;74;84;0;20;179446;0;0;192950;0;126204;0;897;2092;0;0;0;924;11776;2728;2000;1367;172;2096;4114;0;0;932;1226;11489;1909;181;0
44702;47;84;0;18;194550;91425;0;7680;66385;23058;6611;8662;12429;7954;7780;2321;15038;17845;273;27526;15670;4260;0;9798;0;735;317;671;3713;191;3371;4449
44703;46;84;0;18;94226.87;9711.65;0;-464;78056.45;21917.22;0;5399.47;2315.99;10694.16;0;3545.54;6369.91;360;473.25;5257.54;5679.05;0;0;6639.35;0;895.34;1072;0;5634.82;181.08;306.28;191.78
44865;46;84;1;12;271399;40695;0;257454;0;78313;0;181;7392;0;0;0;2408;16956;2987;7380;10460;895;5375;5984;0;589;908;487;70833;9767;1611;549
44866;46;84;0;12;100770;0;0;61254;0;-29733;0;0;12078;0;0;0;813;5119;24;4598;12814;0;2314;3664;0;1952;0;521;19051;1277;34;317
44867;46;84;0;15;165391;180659;0;3282;0;34738;0;15973;19453;0;0;0;8697;5282;0;5121;9805;0;3124;4703;0;825;0;754;0;0;423;6
44868;45;84;1;15;154067.48;158007.75;0;17362.21;0;37025.07;0;4732.37;11477.92;0;0;0;9868.51;0;0;3112.44;2893;101.7;6328.58;5284.75;0;1070.19;299.16;497;0;0;928.27;0
45100;37;84;0;5;94955;62048;0;35764;0;-32129;0;7;6922;0;0;0;880;17036;0;7977;5564;210;1340;4960;0;0;2315;384;68623;9959;334;356
45101;37;84;0;6;54552.89;37235.06;0;860;19905.81;14525.35;0;5385.6;6173.17;3197.95;0;2593;7476.55;11872;708;6934;9925;0;0;3986;0;947;0;281;0;0;196.64;0
45104;29;84;0;1;172783;138699;0;0;0;77358;0;16022;2111;0;0;0;6670;6700;278;9169;16508;0;2095;4532;0;714;0;3614;0;0;737;20
45105;45;84;0;18;111297;47977;0;0;59564;39577;0;0;0;0;6171;0;9247;2202;0;21406;6450;0;0;9386;0;0;0;442;0;0;355;0
45106;45;84;0;16;852501.21;0;843669.44;0;0;219267.46;9141.04;51662.92;5734.01;0;0;0;2514.87;54847;1593.42;30584.55;30605.62;9740.5;0;12764.74;0;474.48;0;1115.76;244844.55;45178.96;2630.1;28.56
45108;15;84;0;14;366113.21;248663.93;0;-2201.15;85768.96;90780.18;3230.92;12294.46;18544.63;6088.2;10671.39;4532.78;18241.03;41815;556.29;31221.24;46365.83;1217;6469.31;7758.35;0;2345.72;0;960.76;27285.01;3717.78;3127.25;230.42
45109;39;84;0;15;174472.88;163245.47;0;3785.31;0;21916.18;2862;9901.88;31184.55;0;0;0;17417.46;2925;373.6;4370.51;25723.82;540;4751.73;7566.13;0;1557.53;0;2342.17;4218.4;221.22;1463.86;244.16
45110;84;84;0;16;138392;121187;0;0;0;25817.74;0;20639;21863;0;0;0;4897;29003;0;6847;18643;0;2167;740;0;674;920;324;0;0;0;433
45111;48;84;0;9;101847;102457;0;0;0;10298.6;134;9163;4006;0;0;0;10973;4616;513;5242;15417;0;2447;4732;0;977;691;0;0;0;1010;643
45112;45;84;0;13;328891;83115;0;985;30194;23594;0;9752;12696;77413;0;6840;14423;37510;2793;22886;18120;1539;0;7161;0;1895;0;732;0;0;5627;1668
45114;61;84;0;8;115060;4624;0;-616;20716;14099.19;0;3294;1017;14588;1780;1339;3315;17907;0;5006;20472;0;0;5060;0;195;0;337;11505;1725;362;0
45116;37;84;0;2;18088;-1010;0;0;13905;6092;0;0;0;960;0;0;2381;21064;205;12722;4253;0;0;4090;0;96;0;174;0;0;59;0
45118;46;84;0;26;234413.6;132218.25;0;3859.92;71248.9;-2077.62;0;14601.25;21767.61;47334.97;960;6247.59;10050.5;29240;9951;15302.05;14802.54;345;6967.18;6716.48;0;1202.59;10;1445.64;25856.52;4215.01;5254.12;2578.49
45119;45;84;0;9;185174.18;124950.01;0;600;20410.37;-23392.83;8881.94;11753.16;4108.92;3006;32;153.38;15328.18;8200;1502.3;5055.02;29028.04;420.79;1512.44;14524.14;0;1204.44;73;1042.79;11373.03;3270.66;841.76;2280.31
45120;45;84;0;8;263992;37851.5;0;50;81542;127211.17;0;5233.5;9050;54605;0;6328;17319;35302;0;10389;20391;0;2235;10588;0;1439;20;2371;0;0;1308;74
45121;45;84;0;7;47439.07;25610.54;0;1850;43676.03;-1209.68;0;1178;0;6621;0;962;6719.56;7160;1041;6078;8231;4148;736;5710;0;3455;447;1730;4283;306;1249;9
45122;45;84;0;16;306668.36;336632.41;0;1845;0;146003.65;0;15423.76;46591.78;0;0;0;7920.2;5422;10883.42;4265.59;33845.95;0;16355.45;5115.62;0;1243.1;0;1464;0;0;248.76;0
45124;37;84;0;8;203616.05;0;0;0;150280.76;23244.65;0;0;0;111264.49;0;0;0;32609;0;477.81;0;0;0;2983.01;0;0;0;462.94;0;0;1309.68;2391.63
45125;50;84;0;27;213828;0;0;193559.85;0;25963.85;0;0;25098;0;0;0;5055;11926;804;4839;19477;2062;0;6159;0;485;94;0;36081;4519;229;34
45126;37;84;0;2;40740;40740;0;0;0;-9174;0;17227;5077;0;0;0;1661;0;0;2420;6962;0;2059;974;0;726;0;0;0;0;0;0
45127;37;84;0;3;202859;0;0;202859;0;95307;0;0;11155;0;0;0;6135;2664;10001;9621;19971;0;0;3399;0;475;0;0;13828;1143;19;0
45128;37;84;0;3;275845;93773;0;2590;40937;34022;227;8362;19822;37023;8457;3052;13203;43532;166;8802;18891;0;0;12332;0;3225;0;53;0;0;4292;38
45129;45;84;0;20;154009;133297;0;3432;907;22614;8262;14050;21684;6689;0;165;2833;4275;0;4077;24126;0;2202;2276;0;2165;0;0;3914;1180;71;410
45130;45;84;0;11;61563;51657.8;0;288;30347;25285.13;0;7328;6179;3942;2582;752;1065;5136;56;72;4243;0;102;4305;0;708;282;0;0;0;494;0
45131;45;84;0;16;54773;19970.6;0;5280;25127;-57710.97;0;2894;1716;38243;1264;5258;3402;6895;141;2581;5230;0;0;6316;0;748;546;139;0;0;2159;49
45132;45;84;0;13;165445;90391;0;7614;9086;51070.22;1561;11956;11925;21921;0;1856;7850;46806;2356;10063;17546;594;1107;9036;0;752;163;0;20046;2316;368;0
45209;74;84;0;11;220766.52;199265.62;0;5290.23;0;16399.02;0;20970.91;23121.07;0;0;0;17699.32;3511;1221.9;6460.64;17452.42;0;8224.93;8484.58;0;1545.49;436;531;0;0;6944.06;3314.42
45210;45;84;0;11;196452;106451;0;2025;81866;-8149;0;12858;19744;6394;0;4467;10487;7143;2310;17679;34760;1305;5498;9113;0;1392;0;729;38650;5597;2640;731
45226;47;84;1;20;639007;172462;0;-440;19376;23616;4899;24135;52304;111720;0;10684;16199;40413;7396;29196;44576;169;0;11893;0;3247;0;4264;0;0;6033;353
45227;83;84;0;19;333896;7707;0;1050;67468;92007;0;4971;4462;81654;0;17931;7110;24744;725;9789;18033;4602;0;6346;0;1240;0;887;29582;2945;1090;130
45228;45;84;0;11;147796;141785;0;5777;0;63696;0;10955;23675;0;0;0;6393;0;902;2265;17241;0;5296;4492;0;1486;0;718;0;0;0;3
45229;47;84;1;25;542335;189542;0;17644;64744;69335;0;9813;37173;96006;0;3806;31786;56617;3633;39230;45474;3629;5358;17187;0;3387;0;1776;31392;6424;2973;317
45230;45;84;0;19;35583;0;0;-641;0;-17161;0;0;95;0;0;0;0;467;0;198;6846;0;353;1721;0;0;677;415;0;0;1.82;0
45231;45;84;0;20;425137.49;421117.3;0;0;0;166475.14;0;36152.65;38748.52;0;0;0;14308.88;3148;4882.71;18980.39;52479.39;0;12824.73;12198.3;0;3681.2;0;1443.76;2261.78;175.96;1031.85;108.35
45232;46;84;0;17;484095;66474;0;4192;29546;46605.16;6719;17500;18746;134945;3641;18117;19445;52344;826;35376;21202;2252;17430;5182;0;3153;244;2543;48469;7510;8302;70
45249;45;84;1;21;188362;0;0;197721;0;47150.68;1579;0;11243;0;0;0;3968;1612;12314;5623;8945;0;0;4163;0;625;1073;2168;0;0;1753;32
45251;45;84;0;12;114068;102863;0;10800;0;22913;0;1572;19841;0;0;0;2812;1200;1404;3789;18588;0;5026;3855;0;2027;0;38;0;0;1149;0
45253;45;84;0;13;114448.52;0;0;155380.52;0;-137390.19;0;0;22830.25;0;0;0;5963.75;33175;0;6716.91;18307.87;639.83;0;8346.01;0;0;0;2980.4;76862.8;15501.4;1051.84;0
45254;15;84;0;11;463661;212254;195929;13005;0;23643;0;62615;41331;0;0;0;12552;50630;872;8852;36848;36002;11524;5095;0;4522;0;367;63112;6726;5481;4352
45461;45;84;1;4;167168;19899;0;543;116264;37054;0;6770;3002;29819;0;6048;7136;10817;3702;6979;17523;0;2283;9342;0;1574;0;0;0;0;2578;759
45462;45;84;0;10;59908.71;0;0;62108.71;0;6442.78;0;634.8;8707.48;0;0;0;3313.21;4750;0;1233.38;0;675;2452.81;3253.01;0;0;1971;222.76;3410.23;146.9;308.52;7.13
45463;46;84;0;12;681417;64131;646072;0;0;197282;0;79643;16735;0;0;0;11119;58795;0;21816;23215;19729;521;7885;0;451;0;1774;116493;18819;104;2
45465;46;84;0;15;412510;164245;0;3881;232966;112844.62;0;11521;30514;58700;0;8051;13786;109610;10455;11419;28420;76;8388;10491;0;1911;0;1268;31700;5411;3849;3828
45466;46;84;0;26;81693.03;7925.7;0;766;87823.03;29991.2;0;3666.89;1185;40702.73;2049.5;1518.22;3471.26;3523.64;1734.9;4329.19;6838.38;0;0;3802.64;0;307.08;0;408;0;0;319.57;0
45694;48;84;0;30;151708;165380;0;0;0;65948;0;3724;14536;0;0;0;5203;5460;310;13356;23741;0;1327;6071;0;1145;0;386;0;0;1945;0
45697;84;84;0;6;210825.62;97306.51;0;1075;122910.61;93474.72;0;12979.71;23157.94;10776.63;0;2061.88;10841.74;12000;408.62;13323.17;25534.59;0;0;14809.77;0;2473.56;124;719;24184.09;4166.74;9265.1;4434.75
45698;37;84;0;2;275691.8;29338;0;1755.84;233927.51;138945.46;0;1415.23;10856.68;33945.48;5268.5;14234.84;10619.73;9000;4231.9;20947.67;38492.56;0;3405.14;13844.09;0;1448.84;0;960;12060.33;710.27;2257.12;0
45699;15;84;0;11;95263;-228;0;-1309;119713;37676;425;1193;671;14749;0;7909;10458;5751;4556;11986;1531;0;0;7485;0;265;920;336;0;0;918;252
45701;83;84;0;20;443529;463275;98600;0;0;151456;23965;64198;60767;0;0;0;21786;107311;0;19157;29409;228;6540;10422;0;3398;0;0;26278;9600;10662;521
45706;50;84;0;13;359418;0;0;0;71296;118067.04;0;188;0;73009;11714;7783;7244;43807;16284;10205;25646;1726;0;12093;0;3140;89;1031;0;0;10130;0
45707;37;84;0;5;290985;32497;0;350;11015;32347;0;10268;6531;41786;0;7141;7608;37817;0;13294;20645;2045;2769;8962;0;924;0;718;37718;7032;1436;3151
45708;48;84;0;1;223696;165340;0;1962;54375;82689;7500;6385;13571;2066;0;3354;11865;18285;234;9063;20644;13371;2209;10499;0;1684;0;1997;5250;1162;8445;2491
45712;50;84;0;7;240776;0;183609;0;0;76924;0;52530;1831;0;0;0;0;21128;0;6006;5000;3521;0;4871;0;2618;0;970;12531;959;445;30
45714;45;84;0;9;483279;0;0;576420;0;137868;3009;0;7873;0;0;0;3805;49758;403;15993;16442;9060;0;9650;0;0;379;15463;122379;22644;6381;3763
45716;15;84;0;18;532814;0;0;695980;0;220440;0;382;7997;0;0;0;4378;27426;493;11164;18095;658;0;6175;0;36;269;12274;93556;13174;4946;129
45718;45;84;0;16;197988.02;18525.95;0;800;37346.18;55525.06;1879.84;4579.59;2226.3;7044.8;31159.41;1963.44;5386.96;30158;105.92;3349.24;13968.27;1773.35;172.11;7660.03;0;760.76;0;764.6;7392.23;509.04;8732.51;505.3
45719;29;84;0;1;250602.9;11690.71;0;1380;52273.5;100872.53;2596.56;3967.06;2856.53;2060;36339.54;7572.48;8948.57;55124;767.03;11923.12;14124.36;0;332.6;7425.11;0;1321.49;0;1269.81;2956.76;79.42;2331.37;0
45725;29;84;0;6;68382.36;-2145;0;0;65282.36;29295.3;101.67;1899;565.52;10464.17;0;2345.17;6644.35;2415;284.95;4248.96;3764.95;0;0;3940.16;0;212.36;338;369;0;0;505.31;0
45778;48;84;0;15;264089;5423;0;2700;16860;14982.43;0;6186;2912;16798;0;2632;7979;45146;141;14344;17343;371;0;15485;0;55;0;526;5912;191;6709;240
45780;47;84;0;21;316592.54;52766.51;0;-1700;237633.49;83535.54;6291.86;16733.61;11557.05;35180.87;4791.15;11562.22;22290.01;8848.85;1251.42;8019.65;30472.24;0;2004;10052.92;0;1503.68;427.47;1110.59;0;0;6401.97;0
45781;15;84;0;23;336707;93385;0;2155;4753;69755;0;12141;12749;17538;0;1516;8013;70767;693;7577;16527;17700;11631;1023;0;902;31;8088;65761;7293;1957;136
45782;45;84;0;18;284188;32252;0;2255;24051;50527;4237;7900;7125;78644;0;6608;5575;55565;614;20187;11949;2070;0;5859;0;58;174;808;0;0;2519;2663
45801;48;84;1;12;193705.43;2392.65;0;500;27497.9;43907.56;0;2441.32;2631.75;40798.24;0;4464.43;5143.47;120222;860.77;8343.81;10507.69;1239.97;0;3978.76;0;591.98;0;4548.05;0;0;619.99;6.3
45814;37;84;0;13;513855.45;115275.13;0;3320;56681.21;91653.48;0;19909.6;27077.67;115844.81;0;14380.71;17477.05;41500;1295.89;39864.21;22049.23;2134.09;0;13220.42;0;1684.5;0;1443.76;22493.8;3542.17;10820.98;1492.81
45815;74;84;0;18;199112.08;8890.9;0;0;71592.37;1118.2;0;9666;2768.89;39985.24;600;22.04;4590.6;15717;1048.15;3423.25;17027.72;0;1394.47;4272.43;0;833.38;216;1046.24;0;0;1042.13;194
45818;46;84;1;15;59286;28265;0;3080;18046;19169;0;915;0;598;0;660;5219;5330;36;3546;3811;0;0;4588;0;264;859;352;0;0;1174;0
45819;15;84;0;17;384570;25007;0;0;87257;96819;3927;9498;13359;50121;6000;5895;9151;25760;1137;10149;15309;0;0;7592;0;1083;39;858;0;0;1286;1
45820;48;84;0;17;106208;3520;26748;97813;0;40161;20;4848;9391;0;0;0;1940;12373;800;5822;5527;0;3053;2596;0;0;0;634;19833;1030;873;45
45833;45;84;1;12;484457;329646;0;26131;0;65415;1371;0;16554;0;0;0;3944;67865;879;2886;13497;1924;21490;6724;0;340;5700;1128;156861;10371;957;61
45834;45;84;0;13;202675;-646;0;-165;163476;3820;312;6499;6748;84645;0;13835;4934;85448;1731;14338;3414;0;0;8614;0;76;0;831;0;0;1254;2304
46165;47;84;0;14;325225;0;0;276034;0;-67092;0;4373;11896;0;0;0;5963;14228;2662;10033;23792;2360;3458;8846;0;0;0;2024;98228;15775;3260;3907
46268;50;84;0;23;246981.43;86221.61;0;598;95579.32;82211.26;18;4332.7;9964.67;28274.51;0;2804.5;12488.46;17687;0;8152.96;18952;163.42;0;7692.39;0;342.39;0;678;18676.37;3753.01;2179.11;505.85
46269;84;84;0;27;163748;191211;0;0;0;67867.79;6767;15710;9490;0;0;0;5055.5;0;1388;6719;2798;495;3258;4475;0;629;667;779;0;0;394;37
46270;45;84;0;9;186512;148515;0;26140;0;70447;13;15212;23876;0;0;0;9848;2500;862;9311;19684;0;6069;4675;0;1231;1007;1005;932;45;1329;1026
46271;46;84;0;27;562091;9781;0;0;513356;64183;0;7998;18068;139380;0;7216;22748;142423;422;12068;23664;288;0;9883;0;3020;0;171;112176;16863;1089;0
46272;37;84;0;2;118265;-1155;0;38001;66597;2273;0;3803;8770;8674;810;2358;7482;8120;3031;14846;9587;328;620;3932;0;613;0;47;9685;259;360;0
46273;15;84;0;13;130735;-110;36763;0;4194;44846;9;11189;0;7473;0;895;3728;18744;171;6770;6307;0;0;4651;0;26;0;913;0;0;2233;994
46274;37;84;0;11;163965;75207.63;0;0;402;48602.81;0;8917;5834;2610.6;0;1323;4639.19;14333;213;8224;10768;379;1653;5716;0;477;0;650;0;0;1021.24;0
46278;45;84;0;8;122549.87;-198;0;-150;110715.61;57270.74;0;3630.7;1738.83;34776.19;270;7471.94;8603.43;32265;1071.1;4950.6;5986.78;0;1911.02;9147.04;0;285.32;0;1344.22;1242.67;154.97;1703.03;1086.96
46279;45;84;0;9;157932.72;8670.78;0;720;129076.54;45939.3;0;4011.65;3162.14;31618.67;2842.2;5202.76;5175.65;8000;428.17;6561.53;13948;0;1435.88;6180.34;0;465.57;0;728;9113.31;1705.43;1160.29;66.11
46280;39;84;0;7;415494.7;23139;0;4050;28071.33;63226.68;0;17657.24;6555.85;140950.19;8216.7;11797.6;23220.71;71315;7851.55;19900.48;15102;700.31;0;12607.85;0;1934.24;0;1460.04;0;0;3742.52;773.47
46281;28;84;0;2;113007;10390;0;0;90298;52339;0;0;0;5109;0;6615;5982;13202;103;7595;7909;0;0;4362;0;71;292;1323;0;0;709;174
46283;39;84;0;6;240326;350;0;0;33016;16144;8839;0;236;68655;0;6444;6224;106237;8016;14418;8718;0;0;9785;0;2;2832;5648;4041;187;8854;1
46284;45;84;0;16;546895;681683;0;0;0;-4334.36;3773;1916;56414;0;0;0;8868.83;522966;3052;19277;108810;112;562;13576;0;6217;0;1473;48448;11803;5088.21;150.02
46285;45;84;0;11;300397;-2494;0;0;26817;31434;0;9229;1923;48067;10988;3071;9583;83023;977;14882;22743;630;1681;5997;0;163;0;1327;19763;1879;4242;131
46287;48;84;0;14;352753;78300;0;540;84571;26526;0;12302;14858;85937;0;14898;13919;45853;1342;21280;30234;2742;2184;14579;0;2272;0;2828;18480;2775;804;2022
46289;39;84;0;6;430830;1736;0;0;175035;87113;2719;6167;1805;81671;4150;10734;11901;31766;5550;30437;43727;220;0;13664;0;2496;0;1268;6247;432;9649;9823
46341;73;84;1;6;946986;937978;0;0;0;171965;0;3600;26967;0;0;0;6548;55268;11967;10876;69602;7354;0;13856;0;0;0;1490;286566;25234;3729;0
46342;46;84;1;19;61024.69;48770.76;10303.93;0;0;994.96;0;6856.04;3424.37;0;0;0;4165.3;19478;0;1089.7;3530.8;319;3127.58;5885.92;0;327.56;803.46;268.98;4116.11;365.86;403.51;377.94
46344;45;84;0;13;509477.12;32214.18;0;3720;72902.25;54713.4;0;13424.53;4375.57;135717.52;19417.25;6477.92;14047.63;262517;0;8010.88;15639.22;3085;694.7;15199.95;0;938.93;119;2271.22;26954.71;3520.51;11090.81;6689.89
46345;83;84;0;24;436904.92;397791.08;0;0;0;-49641.97;0;66037.24;41242.65;0;0;0;17047.04;129906;16858.13;28911.56;44469.5;0;7429.29;15008.34;0;2742.99;0;831;3643.09;54.54;2422.8;0
46346;45;84;0;14;384926;385126;0;0;0;273543;0;0;21560;0;0;0;4447;6734;0;6509;1524;6549;4202;6638;0;814;1298;419;6089;1454;708;6
46347;48;84;0;22;177894.68;42160.52;0;136874.38;0;35781.75;0;2101.21;10640.44;0;0;0;4340.58;8000;1277.71;9199.54;11184.68;113.7;11313.4;6864.21;0;342.68;0;1276;30445.68;4313.11;975.68;379.41
46348;45;84;0;10;181165.2;972.82;0;192;39501.6;96277.73;0;5161.07;417.24;27372.19;14260.3;2828.96;14149.04;25090;7022.55;8143.75;24226.75;1772.19;507.28;5168.78;0;1253.09;0;3178.06;3384.19;1151.06;2056.91;276.42
46349;45;84;0;15;79338;26415;0;0;44360;30711;0;1964;2294;5740;0;1648;5967;8910;0;3377;12501;0;255;5637;0;243;401;394;5955;1674;9859;246
46350;46;84;0;15;131997.24;150602.99;0;0;0;43591.05;0;5247.65;26412.55;0;0;0;3846.04;4241;0;11315.99;20055.8;0;5574.58;3386.9;0;1737.95;0;0;0;0;263.2;0
46351;83;84;0;23;111479.67;120385.12;0;-325;34825.55;2058.56;19514.41;9038.77;25725.95;8894.67;0;1599.76;12406.62;8986.67;0;3938.3;12003.91;1003.5;3733.44;7517.86;0;1023.29;0;979;0;0;1582.79;5444.59
46352;47;84;0;26;266560;541;0;212205;0;33708;0;0;13984;0;0;0;4842;29760;294;7819;2250;0;0;7626;0;0;2920;2080;55446;5955;4818.18;241
46353;46;84;0;27;386789.8;63667.41;0;243136.17;0;52789.18;1659.62;4311.13;24588.65;0;0;0;10560.42;10060;2146.25;17110.14;36293.44;0;14195.03;8596.2;0;2540.46;0;969.35;45045.94;7895.92;1182.84;4600.55
46354;45;84;0;11;208517.84;0;0;217783.16;0;40189.45;0;0;29455.06;0;0;0;2339.46;1425;2640;4385.31;0;0;8068.58;7031.79;0;0;3169;789.76;12452.82;2711.69;1120.86;1129.71
46382;15;84;0;26;941882.64;11042.8;0;12025.82;69063.57;75323.86;0;18124.8;5497.3;150582.03;15828;16389.36;12930.63;102513;0;43990.33;26142.16;11375;0;31625.25;0;1486.72;512;2463.56;140575.4;25419.54;36556.24;6895.2
46383;45;84;0;20;266986;71816;0;3060;31363;72227;0;18853;8600;47483;0;0;6966;68437;2537;12393;26076;2546;3504;8192;0;1092;0;779;0;0;2704;2021
46384;15;84;1;26;206655;22907;0;195;20308;127550.08;0;968;860;34894;0;2975;4369;18024;1542;13845;24188;526;0;9140;0;92;0;780;4453;2224;3897;397
46386;15;84;0;17;138737.72;3095.5;0;-75;20721.93;54711.64;852.38;3097.76;1956.13;16591.63;0;2487.28;8661.32;34922;0;4627.24;8337.6;0;316.39;6722.36;0;654.76;1655;647.03;0;0;1080.14;285.57
46393;47;84;0;14;106887;-1095;0;0;74527;-40853;2456;8800;1129;36506;7296;13127;5477;14630;1954;898;10605;2669;0;9235;0;895;1819;290;0;0;6056;7359
46395;45;84;0;22;246680;257527;0;0;0;56046;0;24087;15534;0;0;0;8714;135600;568;18231;20998;0;8705;7632;0;1531;0;4353;9304;717;2761;862
46849;74;84;1;12;445119;36719;0;1085;296826;34617;0;18495;7182;71372;0;9131;16168;117050;12679;29127;20797;45452;14177;661;0;1410;0;4324;22865;1229;5066;22
46850;37;84;0;5;819319;776465;0;0;0;-12613;0;3395;46170;0;0;0;24901;15619;17236;38901;82034;909;134435;12549;0;0;0;2226;550352;39150;7087;3678
46851;37;84;0;2;94329;2628.68;0;-1299.1;21548;5775.57;2117.64;2799.49;3796.03;16480.42;4028;5361;4621;23735;0;12134;3013;282;472;6154;0;0;0;997;0;0;979;1
46852;39;84;0;4;105661;11146;0;0;36656;11046;0;0;191;9129;4127;686;3143;3400;895;3718;23977;0;0;4324;0;0;770;60;5188;1930;4757;0
46854;39;84;0;11;398550;0;0;103393;0;-153603;0;10237;5081;0;0;0;2288;33545;0;8025;0;1298;900;4164;0;933;2048;4472;70325;14280;1024;0
46855;45;84;1;13;188364.72;188958.68;0;2339;0;24825.94;0;10133.23;22802.06;0;0;0;0;5906.5;2034.49;2504.58;40581.69;0;5586.92;5576.82;0;1753.32;444;794.01;0;0;0;0
46856;50;84;0;1;265933.47;232780.72;0;1203.54;0;75266.51;0;26057.85;44627.89;0;0;0;13222.9;1266;1.43;12330.52;24845.42;154.57;5378.6;7071.35;0;2104.69;1897.04;1007.76;0;0;1909.48;613.72
46857;45;84;0;27;181474;181474;0;0;0;32059.26;0;18351;34620;0;0;0;9721;12870;0;4169;19922;10800;4473;137;0;1717;0;476;14602;3817;985;1324
